"typeID","typeName","manufacture","group_level1","group_level2","group_level3","group_level4","group_level5","group_level6","group_level7"
20045,"Shadow Tungsten Charge M","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Medium",NULL,NULL,NULL
20047,"Shadow Iridium Charge M","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Medium",NULL,NULL,NULL
20049,"Shadow Lead Charge M","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Medium",NULL,NULL,NULL
20051,"Shadow Thorium Charge M","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Medium",NULL,NULL,NULL
20053,"Shadow Uranium Charge M","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Medium",NULL,NULL,NULL
20055,"Shadow Plutonium Charge M","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Medium",NULL,NULL,NULL
20057,"Shadow Antimatter Charge M","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Medium",NULL,NULL,NULL
20069,"Armored Warfare Link - Damage Control I","OK","Ship Equipment","Fleet Assistance Modules","Warfare Links","Armored Warfare Links",NULL,NULL,NULL
20070,"Skirmish Warfare Link - Evasive Maneuvers I","OK","Ship Equipment","Fleet Assistance Modules","Warfare Links","Skirmish Warfare Links",NULL,NULL,NULL
20110,"Sleeper Foundation Block","NG","Manufacture & Research","Materials","Faction Materials","Sleeper",NULL,NULL,NULL
20121,"High-grade Crystal Alpha","NG","Implants & Boosters","Implants","Attribute Enhancers","Implant Slot 01",NULL,NULL,NULL
20124,"Siege Warfare Link - Active Shielding I","OK","Ship Equipment","Fleet Assistance Modules","Warfare Links","Siege Warfare Links",NULL,NULL,NULL
20126,"Curse Blueprint","NG","Blueprints","Ships","Recon Ships","Amarr",NULL,NULL,NULL
20138,"Heavy Assault Missile Launcher I","OK","Ship Equipment","Turrets & Bays","Missile Launchers","Heavy Assault Launchers",NULL,NULL,NULL
20157,"High-grade Crystal Beta","NG","Implants & Boosters","Implants","Attribute Enhancers","Implant Slot 02",NULL,NULL,NULL
20158,"High-grade Crystal Gamma","NG","Implants & Boosters","Implants","Attribute Enhancers","Implant Slot 03",NULL,NULL,NULL
20159,"High-grade Crystal Delta","NG","Implants & Boosters","Implants","Attribute Enhancers","Implant Slot 04",NULL,NULL,NULL
20160,"High-grade Crystal Epsilon","NG","Implants & Boosters","Implants","Attribute Enhancers","Implant Slot 05",NULL,NULL,NULL
20183,"Providence","OK","Ships","Capital Ships","Freighters","Amarr",NULL,NULL,NULL
20184,"Providence Blueprint","NG","Blueprints","Ships","Freighters","Amarr",NULL,NULL,NULL
20185,"Charon","OK","Ships","Capital Ships","Freighters","Caldari",NULL,NULL,NULL
20186,"Charon Blueprint","NG","Blueprints","Ships","Freighters","Caldari",NULL,NULL,NULL
20187,"Obelisk","OK","Ships","Capital Ships","Freighters","Gallente",NULL,NULL,NULL
20188,"Obelisk Blueprint","NG","Blueprints","Ships","Freighters","Gallente",NULL,NULL,NULL
20189,"Fenrir","OK","Ships","Capital Ships","Freighters","Minmatar",NULL,NULL,NULL
20190,"Fenrir Blueprint","NG","Blueprints","Ships","Freighters","Minmatar",NULL,NULL,NULL
20199,"Dread Guristas Multispectral ECM","NG","Ship Equipment","Electronic Warfare","Electronic Counter Measures","Multi Spectrum Jammers",NULL,NULL,NULL
20201,"Kaikka's Modified Multispectral ECM","NG","Ship Equipment","Electronic Warfare","Electronic Counter Measures","Multi Spectrum Jammers",NULL,NULL,NULL
20203,"Thon's Modified Multispectral ECM","NG","Ship Equipment","Electronic Warfare","Electronic Counter Measures","Multi Spectrum Jammers",NULL,NULL,NULL
20205,"Vepas' Modified Multispectral ECM","NG","Ship Equipment","Electronic Warfare","Electronic Counter Measures","Multi Spectrum Jammers",NULL,NULL,NULL
20207,"Estamel's Modified Multispectral ECM","NG","Ship Equipment","Electronic Warfare","Electronic Counter Measures","Multi Spectrum Jammers",NULL,NULL,NULL
20280,"Siege Module I","OK","Ship Equipment","Turrets & Bays","Weapon Upgrades","Siege Modules",NULL,NULL,NULL
20281,"Siege Module I Blueprint","NG","Blueprints","Ship Equipment","Turrets & Bays","Weapon Upgrades",NULL,NULL,NULL
20306,"Mjolnir Heavy Assault Missile","OK","Ammunition & Charges","Missiles","Heavy Assault Missiles","Standard Heavy Assault Missiles",NULL,NULL,NULL
20307,"Scourge Heavy Assault Missile","OK","Ammunition & Charges","Missiles","Heavy Assault Missiles","Standard Heavy Assault Missiles",NULL,NULL,NULL
20308,"Inferno Heavy Assault Missile","OK","Ammunition & Charges","Missiles","Heavy Assault Missiles","Standard Heavy Assault Missiles",NULL,NULL,NULL
20345,"100mm Steel Plates II","OK","Ship Equipment","Hull & Armor ","Armor Plates","100mm Armor Plate",NULL,NULL,NULL
20347,"200mm Steel Plates II","OK","Ship Equipment","Hull & Armor ","Armor Plates","200mm Armor Plate",NULL,NULL,NULL
20349,"400mm Steel Plates II","OK","Ship Equipment","Hull & Armor ","Armor Plates","400mm Armor Plate",NULL,NULL,NULL
20351,"800mm Steel Plates II","OK","Ship Equipment","Hull & Armor ","Armor Plates","800mm Armor Plate",NULL,NULL,NULL
20353,"1600mm Steel Plates II","OK","Ship Equipment","Hull & Armor ","Armor Plates","1600mm Armor Plate",NULL,NULL,NULL
20405,"Information Warfare Link - Recon Operation I","OK","Ship Equipment","Fleet Assistance Modules","Warfare Links","Information Warfare Links",NULL,NULL,NULL
20406,"Information Warfare Link - Electronic Superiority I","OK","Ship Equipment","Fleet Assistance Modules","Warfare Links","Information Warfare Links",NULL,NULL,NULL
20408,"Skirmish Warfare Link - Rapid Deployment I","OK","Ship Equipment","Fleet Assistance Modules","Warfare Links","Skirmish Warfare Links",NULL,NULL,NULL
20409,"Armored Warfare Link - Passive Defense I","OK","Ship Equipment","Fleet Assistance Modules","Warfare Links","Armored Warfare Links",NULL,NULL,NULL
20498,"High-grade Halo Alpha","NG","Implants & Boosters","Implants","Attribute Enhancers","Implant Slot 01",NULL,NULL,NULL
20499,"High-grade Slave Alpha","NG","Implants & Boosters","Implants","Attribute Enhancers","Implant Slot 01",NULL,NULL,NULL
20500,"High-grade Halo Beta","NG","Implants & Boosters","Implants","Attribute Enhancers","Implant Slot 02",NULL,NULL,NULL
20501,"High-grade Slave Beta","NG","Implants & Boosters","Implants","Attribute Enhancers","Implant Slot 02",NULL,NULL,NULL
20502,"High-grade Halo Delta","NG","Implants & Boosters","Implants","Attribute Enhancers","Implant Slot 04",NULL,NULL,NULL
20503,"High-grade Slave Delta","NG","Implants & Boosters","Implants","Attribute Enhancers","Implant Slot 04",NULL,NULL,NULL
20504,"High-grade Halo Epsilon","NG","Implants & Boosters","Implants","Attribute Enhancers","Implant Slot 05",NULL,NULL,NULL
20505,"High-grade Slave Epsilon","NG","Implants & Boosters","Implants","Attribute Enhancers","Implant Slot 05",NULL,NULL,NULL
20506,"High-grade Halo Gamma","NG","Implants & Boosters","Implants","Attribute Enhancers","Implant Slot 03",NULL,NULL,NULL
20507,"High-grade Slave Gamma","NG","Implants & Boosters","Implants","Attribute Enhancers","Implant Slot 03",NULL,NULL,NULL
20514,"Siege Warfare Link - Shield Harmonizing I","OK","Ship Equipment","Fleet Assistance Modules","Warfare Links","Siege Warfare Links",NULL,NULL,NULL
20539,"XL Torpedo Launcher I","OK","Ship Equipment","Turrets & Bays","Missile Launchers","Citadel Launchers",NULL,NULL,NULL
20540,"XL Torpedo Launcher I Blueprint","NG","Blueprints","Ship Equipment","Turrets & Bays","Missile Launchers",NULL,NULL,NULL
20555,"Small 'Siesta' Capacitor Booster","OK","Ship Equipment","Engineering Equipment","Capacitor Boosters","Small",NULL,NULL,NULL
20557,"Medium 'Gattotte' Capacitor Booster","OK","Ship Equipment","Engineering Equipment","Capacitor Boosters","Medium",NULL,NULL,NULL
20559,"Heavy 'Brave' Capacitor Booster","OK","Ship Equipment","Engineering Equipment","Capacitor Boosters","Heavy",NULL,NULL,NULL
20573,"'Marshall' Magnetometric ECM","OK","Ship Equipment","Electronic Warfare","Electronic Counter Measures","Magnetometric Jammers",NULL,NULL,NULL
20575,"'Gambler' Ladar ECM","OK","Ship Equipment","Electronic Warfare","Electronic Counter Measures","Ladar Jammers",NULL,NULL,NULL
20577,"'Plunderer' Gravimetric ECM","OK","Ship Equipment","Electronic Warfare","Electronic Counter Measures","Gravimetric Jammers",NULL,NULL,NULL
20579,"'Heist' Radar ECM","OK","Ship Equipment","Electronic Warfare","Electronic Counter Measures","Radar Jammers",NULL,NULL,NULL
20593,"'Balefire' Rocket Launcher","OK","Ship Equipment","Turrets & Bays","Missile Launchers","Rocket Launchers",NULL,NULL,NULL
20595,"'Gallows' Light Missile Launcher","OK","Ship Equipment","Turrets & Bays","Missile Launchers","Light Missile Launchers",NULL,NULL,NULL
20597,"'Pickaxe' Rapid Light Missile Launcher","OK","Ship Equipment","Turrets & Bays","Missile Launchers","Rapid Light Missile Launchers",NULL,NULL,NULL
20599,"'Undertaker' Heavy Missile Launcher","OK","Ship Equipment","Turrets & Bays","Missile Launchers","Heavy Launchers",NULL,NULL,NULL
20601,"'Noose' Cruise Missile Launcher","OK","Ship Equipment","Turrets & Bays","Missile Launchers","Cruise Launchers",NULL,NULL,NULL
20603,"'Barrage' Torpedo Launcher","OK","Ship Equipment","Turrets & Bays","Missile Launchers","Torpedo Launchers",NULL,NULL,NULL
20605,"'Whiskey' Explosive Deflection Amplifier","OK","Ship Equipment","Shield","Shield Resistance Amplifiers","Explosive Resistance Amplifiers",NULL,NULL,NULL
20607,"'High Noon' Thermal Dissipation Amplifier","OK","Ship Equipment","Shield","Shield Resistance Amplifiers","Thermal Resistance Amplifiers",NULL,NULL,NULL
20609,"'Cactus' Modified Kinetic Deflection Amplifier","OK","Ship Equipment","Shield","Shield Resistance Amplifiers","Kinetic Resistance Amplifiers",NULL,NULL,NULL
20611,"'Prospector' EM Ward Amplifier","OK","Ship Equipment","Shield","Shield Resistance Amplifiers","EM Resistance Amplifiers",NULL,NULL,NULL
20613,"'Glycerine' Shield Boost Amplifier","OK","Ship Equipment","Shield","Shield Boosters","Boost Amplifiers",NULL,NULL,NULL
20617,"Small 'Settler' Shield Booster","OK","Ship Equipment","Shield","Shield Boosters","Small",NULL,NULL,NULL
20619,"Medium 'Lone Ranger' Shield Booster","OK","Ship Equipment","Shield","Shield Boosters","Medium",NULL,NULL,NULL
20621,"Large 'Outlaw' Shield Booster","OK","Ship Equipment","Shield","Shield Boosters","Large",NULL,NULL,NULL
20623,"X-Large 'Locomotive' Shield Booster","OK","Ship Equipment","Shield","Shield Boosters","Extra Large",NULL,NULL,NULL
20625,"Small 'Wolf' Shield Extender","OK","Ship Equipment","Shield","Shield Extenders","Small",NULL,NULL,NULL
20627,"Small 'Trapper' Shield Extender","OK","Ship Equipment","Shield","Shield Extenders","Small",NULL,NULL,NULL
20629,"Medium 'Canyon' Shield Extender","OK","Ship Equipment","Shield","Shield Extenders","Medium",NULL,NULL,NULL
20631,"Large 'Sheriff' Shield Extender","OK","Ship Equipment","Shield","Shield Extenders","Large",NULL,NULL,NULL
20633,"'Nugget' Kinetic Deflection Field","OK","Ship Equipment","Shield","Shield Hardeners","Kinetic Shield Hardeners",NULL,NULL,NULL
20635,"'Desert Heat' Thermal Dissipation Field","OK","Ship Equipment","Shield","Shield Hardeners","Thermal Shield Hardeners",NULL,NULL,NULL
20637,"'Posse' Adaptive Invulnerability Field","OK","Ship Equipment","Shield","Shield Hardeners","Adaptive Shield Hardeners",NULL,NULL,NULL
20639,"'Poacher' EM Ward Field","OK","Ship Equipment","Shield","Shield Hardeners","EM Shield Hardeners",NULL,NULL,NULL
20641,"'Snake Eyes' Explosive Deflection Field","OK","Ship Equipment","Shield","Shield Hardeners","Explosive Shield Hardeners",NULL,NULL,NULL
20701,"Capital Armor Repairer I","OK","Ship Equipment","Hull & Armor ","Armor Repairers","Capital",NULL,NULL,NULL
20702,"Capital Armor Repairer I Blueprint","NG","Blueprints","Ship Equipment","Hull & Armor ","Armor Repairers",NULL,NULL,NULL
20703,"Capital Shield Booster I","OK","Ship Equipment","Shield","Shield Boosters","Capital",NULL,NULL,NULL
20704,"Capital Shield Booster I Blueprint","NG","Blueprints","Ship Equipment","Shield","Shield Boosters",NULL,NULL,NULL
20721,"Arch Angel Carbonized Lead L","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Large",NULL,NULL,NULL
20723,"Arch Angel Nuclear L","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Large",NULL,NULL,NULL
20725,"Arch Angel Proton L","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Large",NULL,NULL,NULL
20727,"Arch Angel Depleted Uranium L","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Large",NULL,NULL,NULL
20729,"Arch Angel Titanium Sabot L","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Large",NULL,NULL,NULL
20731,"Arch Angel Fusion L","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Large",NULL,NULL,NULL
20733,"Arch Angel Phased Plasma L","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Large",NULL,NULL,NULL
20735,"Arch Angel EMP L","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Large",NULL,NULL,NULL
20737,"Arch Angel Carbonized Lead XL","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Extra Large",NULL,NULL,NULL
20739,"Arch Angel Depleted Uranium XL","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Extra Large",NULL,NULL,NULL
20741,"Arch Angel EMP XL","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Extra Large",NULL,NULL,NULL
20743,"Arch Angel Fusion XL","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Extra Large",NULL,NULL,NULL
20745,"Arch Angel Nuclear XL","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Extra Large",NULL,NULL,NULL
20747,"Arch Angel Phased Plasma XL","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Extra Large",NULL,NULL,NULL
20749,"Arch Angel Proton XL","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Extra Large",NULL,NULL,NULL
20751,"Arch Angel Titanium Sabot XL","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Extra Large",NULL,NULL,NULL
20753,"Domination Carbonized Lead S","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Small",NULL,NULL,NULL
20755,"Domination Nuclear S","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Small",NULL,NULL,NULL
20757,"Domination Proton S","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Small",NULL,NULL,NULL
20759,"Domination Depleted Uranium S","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Small",NULL,NULL,NULL
20761,"Domination Titanium Sabot S","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Small",NULL,NULL,NULL
20763,"Domination Fusion S","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Small",NULL,NULL,NULL
20765,"Domination Phased Plasma S","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Small",NULL,NULL,NULL
20767,"Domination EMP S","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Small",NULL,NULL,NULL
20769,"Domination Carbonized Lead M","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Medium",NULL,NULL,NULL
20771,"Domination Nuclear M","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Medium",NULL,NULL,NULL
20773,"Domination Proton M","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Medium",NULL,NULL,NULL
20775,"Domination Depleted Uranium M","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Medium",NULL,NULL,NULL
20777,"Domination Titanium Sabot M","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Medium",NULL,NULL,NULL
20779,"Domination Fusion M","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Medium",NULL,NULL,NULL
20781,"Domination Phased Plasma M","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Medium",NULL,NULL,NULL
20783,"Domination EMP M","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Medium",NULL,NULL,NULL
20785,"Domination Carbonized Lead L","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Large",NULL,NULL,NULL
20787,"Domination Nuclear L","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Large",NULL,NULL,NULL
20789,"Domination Proton L","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Large",NULL,NULL,NULL
20791,"Domination Depleted Uranium L","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Large",NULL,NULL,NULL
20793,"Domination Titanium Sabot L","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Large",NULL,NULL,NULL
20795,"Domination Fusion L","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Large",NULL,NULL,NULL
20797,"Domination Phased Plasma L","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Large",NULL,NULL,NULL
20799,"Domination EMP L","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Large",NULL,NULL,NULL
20801,"Domination Carbonized Lead XL","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Extra Large",NULL,NULL,NULL
20803,"Domination Depleted Uranium XL","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Extra Large",NULL,NULL,NULL
20805,"Domination EMP XL","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Extra Large",NULL,NULL,NULL
20807,"Domination Fusion XL","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Extra Large",NULL,NULL,NULL
20809,"Domination Nuclear XL","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Extra Large",NULL,NULL,NULL
20811,"Domination Phased Plasma XL","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Extra Large",NULL,NULL,NULL
20813,"Domination Proton XL","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Extra Large",NULL,NULL,NULL
20815,"Domination Titanium Sabot XL","NG","Ammunition & Charges","Projectile Ammo","Faction Ammo","Extra Large",NULL,NULL,NULL
20817,"Sanshas Ultraviolet S","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Small",NULL,NULL,NULL
20819,"Sanshas Xray S","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Small",NULL,NULL,NULL
20821,"Sanshas Gamma S","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Small",NULL,NULL,NULL
20823,"Sanshas Multifrequency S","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Small",NULL,NULL,NULL
20825,"Sanshas Ultraviolet M","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Medium",NULL,NULL,NULL
20827,"Sanshas Xray M","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Medium",NULL,NULL,NULL
20829,"Sanshas Gamma M","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Medium",NULL,NULL,NULL
20831,"Sanshas Multifrequency M","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Medium",NULL,NULL,NULL
20833,"Sanshas Ultraviolet L","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Large",NULL,NULL,NULL
20835,"Sanshas Xray L","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Large",NULL,NULL,NULL
20837,"Sanshas Gamma L","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Large",NULL,NULL,NULL
20839,"Sanshas Multifrequency L","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Large",NULL,NULL,NULL
20841,"Sanshas Ultraviolet XL","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Extra Large",NULL,NULL,NULL
20843,"Sanshas Xray XL","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Extra Large",NULL,NULL,NULL
20845,"Sanshas Gamma XL","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Extra Large",NULL,NULL,NULL
20847,"Sanshas Multifrequency XL","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Extra Large",NULL,NULL,NULL
20849,"True Sanshas Radio S","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Small",NULL,NULL,NULL
20851,"True Sanshas Microwave S","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Small",NULL,NULL,NULL
20853,"True Sanshas Infrared S","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Small",NULL,NULL,NULL
20855,"True Sanshas Standard S","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Small",NULL,NULL,NULL
20857,"True Sanshas Ultraviolet S","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Small",NULL,NULL,NULL
20859,"True Sanshas Xray S","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Small",NULL,NULL,NULL
20861,"True Sanshas Gamma S","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Small",NULL,NULL,NULL
20863,"True Sanshas Multifrequency S","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Small",NULL,NULL,NULL
20865,"True Sanshas Radio M","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Medium",NULL,NULL,NULL
20867,"True Sanshas Microwave M","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Medium",NULL,NULL,NULL
20869,"True Sanshas Infrared M","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Medium",NULL,NULL,NULL
20871,"True Sanshas Standard M","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Medium",NULL,NULL,NULL
20873,"True Sanshas Ultraviolet M","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Medium",NULL,NULL,NULL
20875,"True Sanshas Xray M","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Medium",NULL,NULL,NULL
20877,"True Sanshas Gamma M","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Medium",NULL,NULL,NULL
20879,"True Sanshas Multifrequency M","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Medium",NULL,NULL,NULL
20881,"True Sanshas Radio L","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Large",NULL,NULL,NULL
20883,"True Sanshas Microwave L","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Large",NULL,NULL,NULL
20885,"True Sanshas Infrared L","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Large",NULL,NULL,NULL
20887,"True Sanshas Standard L","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Large",NULL,NULL,NULL
20889,"True Sanshas Ultraviolet L","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Large",NULL,NULL,NULL
20891,"True Sanshas Xray L","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Large",NULL,NULL,NULL
20893,"True Sanshas Gamma L","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Large",NULL,NULL,NULL
20895,"True Sanshas Multifrequency L","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Large",NULL,NULL,NULL
20897,"True Sanshas Radio XL","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Extra Large",NULL,NULL,NULL
20899,"True Sanshas Microwave XL","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Extra Large",NULL,NULL,NULL
20901,"True Sanshas Infrared XL","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Extra Large",NULL,NULL,NULL
20903,"True Sanshas Standard XL","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Extra Large",NULL,NULL,NULL
20905,"True Sanshas Ultraviolet XL","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Extra Large",NULL,NULL,NULL
20907,"True Sanshas Xray XL","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Extra Large",NULL,NULL,NULL
20909,"True Sanshas Gamma XL","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Extra Large",NULL,NULL,NULL
20911,"True Sanshas Multifrequency XL","NG","Ammunition & Charges","Frequency Crystals","Faction Crystals","Extra Large",NULL,NULL,NULL
20913,"Shadow Iron Charge L","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Large",NULL,NULL,NULL
20915,"Shadow Tungsten Charge L","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Large",NULL,NULL,NULL
20917,"Shadow Iridium Charge L","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Large",NULL,NULL,NULL
20919,"Shadow Lead Charge L","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Large",NULL,NULL,NULL
20921,"Shadow Thorium Charge L","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Large",NULL,NULL,NULL
20923,"Shadow Uranium Charge L","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Large",NULL,NULL,NULL
20925,"Shadow Plutonium Charge L","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Large",NULL,NULL,NULL
20927,"Shadow Antimatter Charge L","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Large",NULL,NULL,NULL
20929,"Shadow Antimatter Charge XL","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Extra Large",NULL,NULL,NULL
20931,"Shadow Iridium Charge XL","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Extra Large",NULL,NULL,NULL
20933,"Shadow Iron Charge XL","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Extra Large",NULL,NULL,NULL
20935,"Shadow Lead Charge XL","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Extra Large",NULL,NULL,NULL
20937,"Shadow Plutonium Charge XL","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Extra Large",NULL,NULL,NULL
20939,"Shadow Thorium Charge XL","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Extra Large",NULL,NULL,NULL
20941,"Shadow Tungsten Charge XL","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Extra Large",NULL,NULL,NULL
20943,"Shadow Uranium Charge XL","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Extra Large",NULL,NULL,NULL
20945,"Guardian Iron Charge S","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Small",NULL,NULL,NULL
20947,"Guardian Tungsten Charge S","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Small",NULL,NULL,NULL
20949,"Guardian Iridium Charge S","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Small",NULL,NULL,NULL
20951,"Guardian Lead Charge S","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Small",NULL,NULL,NULL
20953,"Guardian Thorium Charge S","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Small",NULL,NULL,NULL
20955,"Guardian Uranium Charge S","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Small",NULL,NULL,NULL
20957,"Guardian Plutonium Charge S","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Small",NULL,NULL,NULL
20959,"Guardian Antimatter Charge S","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Small",NULL,NULL,NULL
20961,"Guardian Iron Charge M","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Medium",NULL,NULL,NULL
20963,"Guardian Tungsten Charge M","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Medium",NULL,NULL,NULL
20965,"Guardian Iridium Charge M","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Medium",NULL,NULL,NULL
20967,"Guardian Lead Charge M","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Medium",NULL,NULL,NULL
20969,"Guardian Thorium Charge M","NG","Ammunition & Charges","Hybrid Charges","Faction Charges","Medium",NULL,NULL,NULL
